iter	Logloss	F1
1725	0.2197427806	0.8766946417
1726	0.2197048563	0.8767605634
1727	0.2196835302	0.8767605634
1728	0.219661411	0.8767605634
1729	0.2196437109	0.8768264773
1730	0.2196147307	0.8767750264
1731	0.2195804523	0.8767750264
1732	0.2195476257	0.876958282
1733	0.219530291	0.876958282
1734	0.2195084185	0.876958282
1735	0.2194685927	0.8770097406
1736	0.2194483684	0.8769438413
1737	0.2194190283	0.8770612053
1738	0.2193935756	0.8769438413
1739	0.2193739532	0.8770097406
1740	0.2193482282	0.8772156356
1741	0.2193276222	0.8772156356
1742	0.2193099884	0.8772156356
1743	0.2192739051	0.877046775
1744	0.2192508076	0.877046775
1745	0.2192285963	0.877046775
1746	0.219196815	0.8772300469
1747	0.2191718391	0.8772815306
1748	0.2191447078	0.877361812
1749	0.2191136905	0.877361812
1750	0.2191050569	0.877361812
1751	0.2190605778	0.8774276829
1752	0.2190355011	0.8774935461
1753	0.2190162516	0.8774791691
1754	0.2189982981	0.8774935461
1755	0.2189651	0.8774935461
1756	0.21890477	0.8776108895
1757	0.2188807628	0.8776108895
1758	0.2188329051	0.8776108895
1759	0.2187961033	0.8775450332
1760	0.2187764225	0.8775821596
1761	0.2187337197	0.8775162862
1762	0.2187110188	0.8775821596
1763	0.2186870772	0.8776623834
1764	0.2186612475	0.8775965262
1765	0.2186329983	0.8777653894
1766	0.2185913746	0.8777653894
1767	0.2185558074	0.8777653894
1768	0.2185212172	0.8778827534
1769	0.2184964468	0.8778970838
1770	0.2184625844	0.8778970838
1771	0.2184347075	0.8779485976
1772	0.218417836	0.8779485976
1773	0.2183834004	0.8780144341
1774	0.2183434059	0.8780802628
1775	0.2183185293	0.8780945676
1776	0.2182853482	0.8783149495
1777	0.2182484562	0.8781833118
1778	0.2182200895	0.8781690141
1779	0.2181783628	0.8781174814
1780	0.2181339692	0.8781833118
1781	0.218109748	0.8783950255
1782	0.218075803	0.8784608165
1783	0.2180349275	0.8783149495
1784	0.2180146749	0.8783664848
1785	0.2179923317	0.878563886
1786	0.2179694691	0.8784980933
1787	0.2179497775	0.8784980933
1788	0.217913242	0.878563886
1789	0.2178905509	0.8786296709
1790	0.2178690808	0.878563886
1791	0.2178432701	0.8785781323
1792	0.2178079595	0.8786954481
1793	0.2177662921	0.8786954481
1794	0.2177512815	0.8787612177
1795	0.2177245839	0.8787096774
1796	0.2177004663	0.8787754384
1797	0.2176751736	0.8787096774
1798	0.2176414119	0.8787096774
1799	0.2176241263	0.8787754384
1800	0.2175980294	0.878812764
1801	0.217573412	0.8789442815
1802	0.2175532838	0.8789442815
1803	0.2175396685	0.8789442815
1804	0.2175184803	0.8789442815
1805	0.2174726293	0.878812764
1806	0.2174390798	0.8788785266
1807	0.2174199107	0.8790100287
1808	0.2173861491	0.8789442815
1809	0.217356091	0.8789442815
1810	0.2173382126	0.8788927336
1811	0.2173184847	0.8788927336
1812	0.217287484	0.8788269795
1813	0.2172559351	0.8788927336
1814	0.2172396765	0.8788927336
1815	0.2172110838	0.8788927336
1816	0.21718667	0.8789069372
1817	0.2171671457	0.8789069372
1818	0.217134048	0.8789584799
1819	0.2171047845	0.8789584799
1820	0.2170570555	0.8791556728
1821	0.2170246693	0.8791556728
1822	0.2170057494	0.8792213884
1823	0.2169785001	0.8792213884
1824	0.2169489823	0.8792213884
1825	0.2169154642	0.8791556728
1826	0.2168793007	0.8791556728
1827	0.2168422429	0.8792870962
1828	0.2168265956	0.8792213884
1829	0.216784913	0.8794043501
1830	0.2167698561	0.8794043501
1831	0.2167496935	0.8794043501
1832	0.2167167219	0.8793527963
1833	0.2166793794	0.8794184888
1834	0.2166564629	0.8794184888
1835	0.2166385137	0.8794184888
1836	0.2166060857	0.8794043501
1837	0.2165647305	0.8794043501
1838	0.2165414859	0.8793386492
1839	0.2165033724	0.8792729405
1840	0.2164962989	0.8792729405
1841	0.2164795115	0.8792729405
1842	0.2164650728	0.8792729405
1843	0.216437575	0.8793527963
1844	0.216399512	0.8793386492
1845	0.216369674	0.8794559099
1846	0.2163330294	0.8794417732
1847	0.2162980047	0.8794933443
1848	0.2162810487	0.8795449214
1849	0.2162665209	0.8796622097
1850	0.2162377383	0.8796622097
1851	0.2162035706	0.8796622097
1852	0.2161717138	0.8797279071
1853	0.2161435591	0.8797935968
1854	0.216113377	0.8797935968
1855	0.216088756	0.8798451885
1856	0.2160819297	0.8798451885
1857	0.2160659289	0.8799108713
1858	0.2160284931	0.8800422139
1859	0.2159957434	0.8799906197
1860	0.2159571456	0.8801454204
1861	0.2159358926	0.8801594747
1862	0.215929225	0.8801594747
1863	0.2159020719	0.8800797514
1864	0.2158632825	0.8801313629
1865	0.2158463008	0.8801313629
1866	0.2158130147	0.8802486512
1867	0.2157810785	0.8803143142
1868	0.2157559373	0.8803799695
1869	0.2157369732	0.8803143142
1870	0.2157073376	0.8803143142
1871	0.2156806959	0.8803143142
1872	0.2156668883	0.8802486512
1873	0.2156318675	0.8803143142
1874	0.2156164617	0.880497244
1875	0.2155862471	0.8806145186
1876	0.21556488	0.8806145186
1877	0.2155358745	0.8806145186
1878	0.215502905	0.8807178044
1879	0.2154709391	0.8806285178
1880	0.2154526281	0.8807457786
1881	0.2154276168	0.8807974201
1882	0.2153881285	0.8808113971
1883	0.215372108	0.8807974201
1884	0.2153494113	0.8807974201
1885	0.215319518	0.8809146878
1886	0.215302859	0.8809146878
1887	0.2152830452	0.8810319554
1888	0.2152613623	0.8809663422
1889	0.2152373819	0.8810319554
1890	0.2152214537	0.8809803002
1891	0.2151874043	0.880928651
1892	0.2151577963	0.8809146878
1893	0.2151349543	0.8809663422
1894	0.2151224359	0.8809663422
1895	0.2151091405	0.8809663422
1896	0.2150690797	0.8809663422
1897	0.2150474577	0.8810319554
1898	0.2150072087	0.881097561
1899	0.2149995034	0.8812008913
1900	0.2149619481	0.8813181658
1901	0.214946234	0.8813181658
1902	0.2149088586	0.8813837584
1903	0.2149035121	0.8813837584
1904	0.2148766624	0.8813837584
1905	0.2148560595	0.8813320826
1906	0.214833944	0.8813181658
1907	0.2148153128	0.8814354404
1908	0.2147923863	0.8814871284
1909	0.2147704348	0.8814871284
1910	0.2147641733	0.8814871284
1911	0.2147496166	0.8816699894
1912	0.2147249965	0.8815010261
1913	0.2146990346	0.8814354404
1914	0.2146615914	0.8814354404
1915	0.2146311173	0.8815010261
1916	0.2145867646	0.8815666041
1917	0.2145623985	0.8815666041
1918	0.2145498101	0.8815666041
1919	0.2145151814	0.8816321745
1920	0.2144822677	0.8816977371
1921	0.2144769433	0.8816977371
1922	0.2144518969	0.8815804901
1923	0.2144333945	0.8815804901
1924	0.2144214771	0.8815149206
1925	0.2144013117	0.8815149206
1926	0.2143774043	0.8816460519
1927	0.2143351297	0.8816460519
1928	0.2143081369	0.8817254718
1929	0.2142704116	0.8816737971
1930	0.2142567592	0.8817771526
1931	0.2142378068	0.8817771526
1932	0.2142119631	0.8818426914
1933	0.2141729425	0.8817116061
1934	0.2141353363	0.881894379
1935	0.2141004325	0.8819082225
1936	0.2140667425	0.8819082225
1937	0.2140320224	0.8820254352
1938	0.2140022561	0.8819737459
1939	0.2139673656	0.8820909517
1940	0.2139451166	0.8819737459
1941	0.213926974	0.8819737459
1942	0.2138913826	0.8819737459
1943	0.2138684511	0.8819737459
1944	0.2138652965	0.8819737459
1945	0.2138264206	0.8821702701
1946	0.213809905	0.8821047697
1947	0.2137862264	0.8822357628
1948	0.2137644596	0.8821185845
1949	0.2137219266	0.8822219618
1950	0.2137030077	0.8824046405
1951	0.2136768116	0.8824184194
1952	0.2136539108	0.8825493527
1953	0.2136281542	0.8824838899
1954	0.2136010984	0.8825493527
1955	0.2135768017	0.8825493527
1956	0.2135514663	0.8826148079
1957	0.2135096685	0.8826802554
1958	0.2134770069	0.8828353837
1959	0.2134550469	0.8828353837
1960	0.213438868	0.8828353837
1961	0.2134113449	0.8828353837
1962	0.2133751143	0.8828353837
1963	0.213335055	0.882900826
1964	0.2133186062	0.8830316875
1965	0.2132940894	0.8829799695
1966	0.2132763258	0.8829145434
1967	0.2132552113	0.8829145434
1968	0.2132378605	0.8829145434
1969	0.2131990026	0.8831762019
1970	0.2131594436	0.8831625183
1971	0.2131221047	0.8829936753
1972	0.2130812151	0.8830316875
1973	0.2130501589	0.883045388
1974	0.2130253024	0.8829145434
1975	0.21299503	0.883045388
1976	0.2129750381	0.8829799695
1977	0.2129590697	0.8829799695
1978	0.2129410943	0.8831762019
1979	0.2128972469	0.8832552693
1980	0.212877441	0.8833069852
1981	0.2128569555	0.8833723653
1982	0.2128334896	0.8832552693
1983	0.2128204414	0.8832552693
1984	0.2127841471	0.8832689381
1985	0.2127601051	0.8832035595
1986	0.2127268426	0.8832689381
1987	0.2127088993	0.8832689381
1988	0.2126876358	0.8832689381
1989	0.2126533378	0.8833860204
1990	0.2126205312	0.8833206487
1991	0.2126023786	0.8833206487
1992	0.2125785209	0.8833206487
1993	0.2125576499	0.8833206487
1994	0.2125353063	0.8834513844
1995	0.2124882923	0.8833860204
1996	0.2124529001	0.8835167408
1997	0.212431667	0.8835820896
1998	0.2123987788	0.8835820896
1999	0.2123729012	0.8835820896
